prev_tool,next_tool,lag,count
Bash,mcp__p3a04ae__get_issues,2,7
WebFetch,Agent,2,7
TaskUpdate,mcp__p1b45fc__update_sheet_cells,2,7
Glob,Agent,2,6
ToolSearch,mcp__p67cee4__search_meeting_notes,2,6
Grep,mcp__p7cbdd1__browser_snapshot,2,6
TodoWrite,mcp__p67cee4__create_issue,2,6
AskUserQuestion,Agent,2,6
ToolSearch,mcp__p67cee4__get_messenger_chats,2,6
mcp__p891dec__search_meeting_notes,mcp__p891dec__search_meeting_notes,2,6
mcp__p7cbdd1__browser_take_screenshot,mcp__p7cbdd1__browser_click,2,6
Bash,mcp__p67cee4__send_message,2,6
mcp__p67cee4__get_pipeline,Bash,2,6
mcp__p67cee4__read_sheet_data,mcp__p67cee4__update_sheet_cells,2,6
mcp__p67cee4__update_sheet_cells,mcp__p67cee4__read_sheet_data,2,6
KillShell,Bash,2,6
mcp__pf3c76d__get_project_info,Grep,2,6
ToolSearch,mcp__pf3c76d__get_issue_comments,2,6
mcp__pf3c76d__update_issue,Grep,2,6
mcp__p5ee74d__get_branch_pipeline,Bash,2,6
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_merge_requests,2,6
mcp__pd16dd1__get_merge_request_discussions,Edit,2,6
TodoWrite,mcp__pd16dd1__create_issue_comment,2,6
mcp__pd16dd1__get_merge_requests,Grep,2,6
mcp__pd16dd1__get_merge_request_pipeline,mcp__pd16dd1__create_merge_request_comment,2,6
TaskCreate,Task,2,6
ExitPlanMode,Task,2,6
ExitPlanMode,Grep,2,6
mcp__pf3c76d__get_merge_requests,Read,2,6
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issue,2,6
Task,TaskUpdate,2,6
mcp__pf3c76d__get_project_info,Glob,2,6
mcp__pf3c76d__get_epics,Read,2,6
mcp__pd16dd1__get_meeting_transcript,Bash,2,6
mcp__pd16dd1__search_meeting_notes,mcp__pd16dd1__get_meeting_transcript,2,6
mcp__pd16dd1__get_meeting_transcript,Read,2,6
mcp__pf3c76d__get_epics,Bash,2,6
mcp__p7cbdd1__browser_close,mcp__p7cbdd1__browser_navigate,2,6
mcp__pd16dd1__get_merge_request_diffs,mcp__pd16dd1__get_merge_request_diffs,2,6
Read,mcp__pd16dd1__get_merge_request_discussions,2,6
mcp__pd16dd1__create_issue,mcp__pd16dd1__get_issues,2,6
mcp__pd16dd1__create_merge_request_comment,Glob,2,6
Read,mcp__pf3c76d__get_pipeline,2,6
mcp__pd16dd1__create_merge_request_comment,Task,2,6
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_issue,2,6
mcp__pf3c76d__get_merge_request_diffs,mcp__pf3c76d__create_merge_request_comment,2,6
mcp__pf3c76d__create_merge_request_comment,Skill,2,6
mcp__pf3c76d__get_merge_request_discussions,TaskCreate,2,6
mcp__p5ee74d__get_branch_pipeline,Read,2,6
mcp__pd16dd1__get_epics,mcp__pd16dd1__get_issues,2,6
mcp__pcd9e51__create_issue,mcp__pcd9e51__update_issue,2,6
Read,mcp__pd16dd1__get_meeting_transcript,2,6
mcp__pd16dd1__get_project_info,mcp__pd16dd1__create_issue,2,6
mcp__pd16dd1__get_epics,mcp__pd16dd1__create_issue,2,6
Bash,mcp__pcd9e51__create_issue,2,6
TodoWrite,mcp__pcd9e51__create_issue,2,6
mcp__pd16dd1__get_issue,TodoWrite,2,6
mcp__p8bceef__create_merge_request,Bash,2,6
ToolSearch,mcp__pf3c76d__create_merge_request,2,6
mcp__pf3c76d__get_pipeline,Write,2,6
Bash,ExitPlanMode,2,6
mcp__pd16dd1__get_epics,AskUserQuestion,2,6
mcp__pd16dd1__get_project_info,Glob,2,6
mcp__pd16dd1__get_epics,Read,2,6
mcp__pd16dd1__update_issue,Task,2,6
Read,mcp__pd16dd1__get_merge_requests,2,6
mcp__pd16dd1__get_branch_pipeline,Glob,2,6
mcp__pd16dd1__create_merge_request_comment,Grep,2,6
mcp__p11f8c4__get_meeting_transcript,Glob,2,6
mcp__p11f8c4__get_meeting_transcript,Read,2,6
Grep,mcp__pf3c76d__update_issue,2,6
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_meeting_transcript,2,6
mcp__pd16dd1__get_issue_comments,mcp__pd16dd1__get_meeting_transcript,2,6
mcp__pd16dd1__create_merge_request,mcp__pd16dd1__get_merge_request_discussions,2,6
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_tabs,2,6
mcp__p7cbdd1__browser_run_code,Bash,2,6
Edit,TaskOutput,2,6
mcp__p7cbdd1__browser_snapshot,Edit,2,6
mcp__pd16dd1__get_merge_request_discussions,WebFetch,2,6
mcp__p5ee74d__get_merge_request_discussions,mcp__p5ee74d__get_issues,2,6
mcp__p5ee74d__get_issues,mcp__p5ee74d__get_epics,2,6
mcp__p5ee74d__update_issue,Read,2,6
mcp__p5ee74d__get_branch_pipeline,ToolSearch,2,6
mcp__pd16dd1__create_merge_request,TaskUpdate,2,6
mcp__pf3c76d__create_issue_comment,ToolSearch,2,6
mcp__pf3c76d__update_issue,Write,2,6
mcp__pf3c76d__update_issue,Agent,2,6
mcp__pf3c76d__update_issue,EnterPlanMode,2,6
mcp__pf3c76d__get_merge_request_discussions,mcp__pf3c76d__get_merge_request_discussions,2,6
mcp__pf3c76d__get_meeting_notes,mcp__pf3c76d__get_meeting_transcript,2,6
mcp__pf3c76d__get_meeting_transcript,mcp__pf3c76d__get_messenger_chats,2,6
mcp__pd16dd1__create_merge_request_comment,WebFetch,2,6
mcp__pf3c76d__get_epics,AskUserQuestion,2,6
mcp__pf3c76d__get_branch_pipeline,Agent,2,6
mcp__pf3c76d__get_branch_pipeline,mcp__pf3c76d__get_merge_requests,2,6
mcp__pf3c76d__update_issue,ToolSearch,2,6
Read,mcp__pf3c76d__update_issue,2,6
mcp__pd16dd1__get_issues,Task,2,6
TodoWrite,mcp__pd16dd1__get_merge_request_diffs,2,6
mcp__p7cbdd1__browser_navigate,Task,2,6
ExitPlanMode,TodoWrite,2,6
mcp__pd16dd1__create_merge_request,Edit,2,6
mcp__pd16dd1__create_issue_comment,TodoWrite,2,6
Bash,mcp__p8f556d__get_pipeline,2,6
ToolSearch,mcp__pd16dd1__get_issues,2,6
mcp__p7cbdd1__browser_close,Edit,2,6
mcp__p7cbdd1__browser_wait_for,Read,2,6
mcp__p4368a5__get_project_info,Grep,2,6
Bash,mcp__p964188__get_project_info,2,6
mcp__p7cbdd1__browser_tabs,mcp__p7cbdd1__browser_click,2,6
mcp__p964188__create_issue,mcp__p964188__create_issue,2,6
Bash,mcp__p964188__get_issue_relations,2,6
Edit,mcp__pd2ddfd__tabs_context_mcp,2,6
mcp__pf3c76d__get_epics,mcp__pf3c76d__get_issues,2,6
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_press_key,2,6
mcp__p964188__update_issue,Grep,2,6
mcp__p964188__update_issue,Bash,2,6
Read,mcp__pf3c76d__create_merge_request_comment,2,6
mcp__pd16dd1__get_merge_requests,Edit,2,6
mcp__pd16dd1__update_issue,mcp__pd16dd1__get_issue,2,6
mcp__p0c7e74__create_issue,Bash,2,6
mcp__p5ee74d__get_branch_pipeline,mcp__p5ee74d__get_merge_requests,2,6
Bash,mcp__p9846af__create_merge_request,2,6
Bash,mcp__pd8e750__get_merge_request_discussions,2,6
TodoWrite,mcp__p11f8c4__update_sheet_cells,2,6
Bash,mcp__p11f8c4__update_sheet_cells,2,6
mcp__p11f8c4__get_meeting_transcript,ToolSearch,2,6
mcp__p3a04ae__create_issue,ToolSearch,2,6
mcp__p3a04ae__get_issues,ToolSearch,2,6
mcp__p3a04ae__create_issue_comment,ToolSearch,2,6
mcp__p3a04ae__update_issue,mcp__p3a04ae__create_issue_comment,2,6
ToolSearch,mcp__p0f36b0__create_issue,2,6
mcp__p1b45fc__update_sheet_cells,TaskUpdate,2,6
mcp__pf1a3f9__update_sheet_cells,mcp__pf1a3f9__update_sheet_cells,2,5
mcp__p67cee4__get_meeting_transcript,ToolSearch,2,5
mcp__p67cee4__create_issue,Agent,2,5
mcp__p67cee4__get_meeting_transcript,Read,2,5
ToolSearch,Task,2,5
Read,mcp__p67cee4__create_merge_request_comment,2,5
mcp__p67cee4__create_issue,mcp__p67cee4__update_issue,2,5
Bash,mcp__p67cee4__get_merge_request_discussions,2,5
TodoWrite,mcp__p67cee4__get_merge_request_pipeline,2,5
mcp__p67cee4__create_merge_request_comment,TodoWrite,2,5
mcp__pd2ddfd__tabs_context_mcp,ToolSearch,2,5
mcp__p7cbdd1__browser_press_key,mcp__p7cbdd1__browser_click,2,5
mcp__p7cbdd1__browser_evaluate,Read,2,5
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_wait_for,2,5
mcp__p7cbdd1__browser_click,Glob,2,5
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_console_messages,2,5
mcp__p8eb7a0__get_branch_pipeline,mcp__p8eb7a0__get_branch_pipeline,2,5
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_console_messages,2,5
Bash,mcp__p3b05f5__add_issue_comment,2,5
Write,Monitor,2,5
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_evaluate,2,5
mcp__pd2ddfd__read_page,Bash,2,5
EnterPlanMode,AskUserQuestion,2,5
Bash,mcp__p8f556d__get_merge_request_discussions,2,5
mcp__p8f556d__create_merge_request_comment,Bash,2,5
mcp__p7cbdd1__browser_press_key,mcp__p7cbdd1__browser_snapshot,2,5
Task,WebSearch,2,5
Bash,mcp__p0c7e74__get_issues,2,5
ToolSearch,mcp__p0c7e74__add_issue_comment,2,5
Bash,mcp__pd8e750__create_merge_request,2,5
Bash,mcp__pd8e750__get_pipeline,2,5
Bash,mcp__pd8e750__add_issue_comment,2,5
mcp__pd8e750__add_issue_comment,Bash,2,5
mcp__pd8e750__get_issues,Bash,2,5
WebFetch,ExitPlanMode,2,5
mcp__p11f8c4__create_issue,mcp__p11f8c4__create_issue,2,5
mcp__p11f8c4__create_issue,mcp__p11f8c4__get_meeting_transcript,2,5
mcp__p11f8c4__update_sheet_cells,TodoWrite,2,5
WebSearch,mcp__p11f8c4__update_sheet_cells,2,5
mcp__p11f8c4__update_sheet_cells,Bash,2,5
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__search_meeting_notes,2,5
ToolSearch,mcp__p3a04ae__create_issue,2,5
mcp__p3a04ae__create_epic,mcp__p3a04ae__create_issue,2,5
mcp__p3a04ae__create_issue_comment,mcp__p3a04ae__create_issue_comment,2,5
mcp__p3a04ae__update_issue,Edit,2,5
Read,mcp__p3a04ae__create_issue_comment,2,5
mcp__p3a04ae__add_issue_comment,Bash,2,5
Bash,mcp__p0f36b0__create_issue,2,5
mcp__p1b45fc__update_sheet_cells,mcp__p1b45fc__read_sheet_data,2,5
Bash,Bash,3,72722
Read,Read,3,17886
Bash,Read,3,13678
Read,Bash,3,13189
Edit,Edit,3,10469
Edit,Bash,3,10393
Read,Edit,3,7434
Bash,Edit,3,6391
Grep,Read,3,5094
Edit,Read,3,4459
Read,Grep,3,4372
Grep,Grep,3,4258
Bash,Grep,3,3537
Grep,Bash,3,3114
Glob,Read,3,2993
Grep,Edit,3,2313
Edit,Grep,3,1959
Bash,Write,3,1864
Write,Bash,3,1853
Write,Write,3,1796
Bash,TaskUpdate,3,1643
TaskUpdate,Bash,3,1576
Read,Glob,3,1566
TaskCreate,TaskCreate,3,1297
Write,Edit,3,1212
Edit,TaskUpdate,3,1131
Read,Write,3,1105
TaskUpdate,Edit,3,1104
Glob,Glob,3,956
Bash,ToolSearch,3,932
TaskUpdate,TaskUpdate,3,927
Bash,TodoWrite,3,852
Glob,Bash,3,851
TodoWrite,Bash,3,846
TaskUpdate,Read,3,838
WebFetch,WebFetch,3,781
WebSearch,WebSearch,3,775
Bash,Glob,3,743
Write,Read,3,717
Glob,Grep,3,710
Edit,Write,3,580
Bash,TaskCreate,3,577
ToolSearch,Bash,3,569
TaskCreate,TaskUpdate,3,557
Bash,Agent,3,554
Read,TodoWrite,3,554
Read,TaskUpdate,3,545
TodoWrite,Read,3,533
TodoWrite,Edit,3,522
Edit,TodoWrite,3,485
Grep,Glob,3,441
mcp__p891dec__get_meeting_transcript,mcp__p891dec__get_meeting_transcript,3,436
TodoWrite,TodoWrite,3,397
Agent,Bash,3,393
TaskUpdate,Write,3,377
WebSearch,WebFetch,3,345
Bash,WebFetch,3,340
WebFetch,Bash,3,307
TaskCreate,Read,3,305
Agent,Read,3,282
Bash,mcp__pf3c76d__get_branch_pipeline,3,280
Bash,mcp__pd16dd1__get_branch_pipeline,3,272
Write,TaskUpdate,3,256
ToolSearch,ToolSearch,3,249
ToolSearch,Read,3,244
TaskCreate,Bash,3,240
TaskUpdate,Grep,3,239
Grep,Write,3,236
WebFetch,WebSearch,3,236
Task,Read,3,233
mcp__pd16dd1__get_meeting_transcript,mcp__pd16dd1__get_meeting_transcript,3,226
Glob,Edit,3,217
Read,TaskCreate,3,215
Bash,Task,3,208
Edit,Glob,3,205
Bash,WebSearch,3,205
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_click,3,203
Write,TodoWrite,3,196
Bash,TaskOutput,3,192
mcp__pf3c76d__get_branch_pipeline,Bash,3,192
Write,Grep,3,174
mcp__pd16dd1__get_branch_pipeline,Bash,3,174
Bash,mcp__p7cbdd1__browser_navigate,3,170
Read,ToolSearch,3,168
Bash,mcp__pf3c76d__get_pipeline,3,165
ToolSearch,TaskCreate,3,164
Bash,mcp__pd16dd1__create_merge_request_comment,3,164
TaskOutput,Bash,3,160
Bash,AskUserQuestion,3,160
Grep,TaskUpdate,3,157
Grep,TodoWrite,3,155
Bash,mcp__pf3c76d__create_merge_request,3,146
TaskCreate,Edit,3,145
TodoWrite,Write,3,142
TodoWrite,Grep,3,140
WebSearch,Bash,3,138
TodoWrite,Glob,3,136
mcp__p7cbdd1__browser_click,Bash,3,133
Bash,mcp__p7cbdd1__browser_click,3,128
Bash,mcp__pd16dd1__get_merge_request_pipeline,3,128
Edit,ExitPlanMode,3,125
WebFetch,Read,3,121
Read,Agent,3,118
Bash,mcp__pd16dd1__create_merge_request,3,118
Glob,Write,3,117
ExitPlanMode,Edit,3,115
Read,ExitPlanMode,3,114
mcp__pf3c76d__get_pipeline,Bash,3,113
AskUserQuestion,Bash,3,112
Bash,mcp__pf3c76d__get_job_logs,3,107
mcp__pf3c76d__create_merge_request_comment,mcp__pf3c76d__create_merge_request_comment,3,106
TaskUpdate,TaskCreate,3,105
Read,WebSearch,3,103
Edit,Agent,3,103
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_click,3,102
Monitor,Bash,3,98
Read,Task,3,97
mcp__p11f8c4__get_meeting_transcript,mcp__p11f8c4__get_meeting_transcript,3,96
ToolSearch,Edit,3,95
Bash,Monitor,3,94
Agent,Grep,3,94
Bash,mcp__pd16dd1__get_merge_request_discussions,3,94
Skill,Bash,3,93
Agent,Write,3,93
mcp__pd16dd1__get_branch_pipeline,Read,3,90
mcp__pd16dd1__get_merge_request_pipeline,Bash,3,88
Agent,Agent,3,86
Bash,Skill,3,86
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__create_merge_request_comment,3,86
mcp__p7cbdd1__browser_navigate,Bash,3,84
Agent,Edit,3,82
mcp__pd16dd1__get_merge_request_discussions,Read,3,82
Bash,mcp__pf3c76d__create_merge_request_comment,3,82
TaskCreate,ToolSearch,3,79
Read,AskUserQuestion,3,78
mcp__pf3c76d__get_job_logs,Bash,3,77
Bash,mcp__p7cbdd1__browser_snapshot,3,76
Grep,ToolSearch,3,72
Agent,ToolSearch,3,72
Agent,TaskCreate,3,72
Task,Bash,3,72
TaskCreate,Write,3,72
ToolSearch,Grep,3,70
ToolSearch,Agent,3,70
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_click,3,70
mcp__pf3c76d__get_branch_pipeline,Read,3,70
Glob,TodoWrite,3,67
Bash,mcp__pd2ddfd__tabs_context_mcp,3,67
WebSearch,Read,3,67
AskUserQuestion,Edit,3,67
mcp__pd2ddfd__tabs_context_mcp,Bash,3,66
Edit,ToolSearch,3,66
Bash,mcp__p7cbdd1__browser_wait_for,3,66
ScheduleWakeup,Bash,3,66
Grep,TaskCreate,3,65
mcp__pd16dd1__get_branch_pipeline,mcp__pd16dd1__get_branch_pipeline,3,64
WebFetch,Edit,3,64
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_click,3,63
mcp__pd16dd1__create_merge_request_comment,TodoWrite,3,62
mcp__pd16dd1__create_merge_request_comment,Bash,3,62
AskUserQuestion,Read,3,61
Write,Glob,3,59
Read,WebFetch,3,59
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_snapshot,3,58
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_issues,3,58
Bash,mcp__pd16dd1__get_merge_requests,3,58
TaskCreate,Grep,3,58
ToolSearch,WebSearch,3,58
mcp__p7cbdd1__browser_snapshot,Bash,3,57
mcp__p67cee4__get_meeting_transcript,mcp__p67cee4__get_meeting_transcript,3,57
ExitPlanMode,Read,3,57
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_merge_request_discussions,3,56
Edit,mcp__pd16dd1__get_branch_pipeline,3,56
mcp__pf3c76d__create_issue,mcp__pf3c76d__create_issue,3,56
Bash,ScheduleWakeup,3,56
Bash,mcp__p3a04ae__create_issue,3,56
Bash,EnterPlanMode,3,55
Task,Edit,3,55
mcp__p11f8c4__update_sheet_cells,mcp__p11f8c4__update_sheet_cells,3,55
Task,Grep,3,54
Bash,mcp__pf3c76d__get_merge_request_discussions,3,54
mcp__pd16dd1__get_branch_pipeline,Grep,3,54
mcp__p7cbdd1__browser_click,Read,3,53
WebSearch,Edit,3,52
mcp__pf3c76d__get_issues,Bash,3,52
mcp__pd16dd1__create_merge_request_comment,mcp__pd16dd1__get_merge_request_discussions,3,52
Bash,mcp__pd16dd1__update_issue,3,52
mcp__pd8e750__update_issue,mcp__pd8e750__update_issue,3,51
mcp__pf3c76d__create_merge_request,Bash,3,50
Bash,mcp__pd16dd1__create_issue_comment,3,50
mcp__p3a04ae__create_issue,Bash,3,50
mcp__pd8e750__add_issue_comment,mcp__pd8e750__add_issue_comment,3,49
mcp__p3a04ae__create_issue,mcp__p3a04ae__create_issue,3,49
Task,Write,3,47
ToolSearch,mcp__pf3c76d__get_issues,3,47
ToolSearch,WebFetch,3,46
TodoWrite,mcp__pd16dd1__get_merge_request_discussions,3,46
mcp__pf3c76d__update_issue,Bash,3,46
EnterPlanMode,Read,3,44
mcp__pf3c76d__get_pipeline,Read,3,44
mcp__pd16dd1__get_merge_request_pipeline,Read,3,44
mcp__pd16dd1__get_branch_pipeline,Edit,3,44
Edit,WebSearch,3,44
mcp__p7cbdd1__browser_click,Grep,3,44
TaskUpdate,Agent,3,43
Task,Task,3,43
Agent,TaskUpdate,3,42
Edit,TaskCreate,3,42
mcp__pf3c76d__update_issue,Read,3,42
mcp__pf3c76d__get_job_logs,Read,3,42
TodoWrite,mcp__pd16dd1__create_merge_request_comment,3,42
Write,ToolSearch,3,42
mcp__p5ee74d__create_issue_comment,mcp__p5ee74d__create_issue_comment,3,42
Bash,mcp__p67cee4__create_merge_request,3,41
ExitPlanMode,TaskCreate,3,41
mcp__p3a04ae__update_issue,Bash,3,41
Grep,AskUserQuestion,3,40
Bash,mcp__pf3c76d__create_issue_comment,3,40
mcp__pf3c76d__create_merge_request_comment,Bash,3,40
Grep,Agent,3,39
Edit,mcp__p7cbdd1__browser_navigate,3,39
Edit,WebFetch,3,39
ExitPlanMode,Bash,3,38
Task,ExitPlanMode,3,38
mcp__pf3c76d__get_job_logs,mcp__pf3c76d__get_job_logs,3,38
mcp__pf3c76d__get_job_logs,Grep,3,38
Bash,mcp__pf3c76d__update_issue,3,38
Read,mcp__pd16dd1__create_merge_request_comment,3,38
Write,TaskCreate,3,38
ExitPlanMode,ExitPlanMode,3,38
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_issues,3,38
mcp__p5ee74d__get_issue,mcp__p5ee74d__get_issue,3,38
Edit,Task,3,37
Write,Agent,3,37
mcp__pf3c76d__create_issue,Bash,3,37
TaskUpdate,Glob,3,37
mcp__pf3c76d__get_pipeline,mcp__pf3c76d__get_job_logs,3,36
Edit,mcp__pf3c76d__get_pipeline,3,36
mcp__pd16dd1__get_merge_request_discussions,Bash,3,36
mcp__pf3c76d__get_issues,ToolSearch,3,36
Bash,mcp__p3a04ae__update_issue,3,35
mcp__pd16dd1__get_issues,Bash,3,34
mcp__pf3c76d__get_merge_request_discussions,Bash,3,34
TodoWrite,mcp__pd16dd1__update_issue,3,34
mcp__pf3c76d__create_merge_request_comment,Read,3,34
mcp__p5ee74d__get_issues,mcp__p5ee74d__get_issues,3,34
ExitPlanMode,Write,3,33
Bash,mcp__pf3c76d__get_merge_requests,3,33
TaskOutput,Read,3,32
Bash,mcp__p67cee4__update_issue,3,32
mcp__p7cbdd1__browser_type,mcp__p7cbdd1__browser_click,3,32
mcp__pd16dd1__get_merge_request_discussions,Edit,3,32
mcp__pd16dd1__update_issue,Read,3,32
mcp__pd16dd1__get_merge_request_discussions,TodoWrite,3,32
ToolSearch,TaskUpdate,3,32
Agent,ExitPlanMode,3,32
Bash,mcp__pd16dd1__get_chat_messages,3,32
WebFetch,Glob,3,31
Bash,mcp__pf3c76d__get_issues,3,31
mcp__p11f8c4__update_sheet_cells,mcp__p11f8c4__read_sheet_data,3,31
ToolSearch,Glob,3,30
Grep,ExitPlanMode,3,30
mcp__pd16dd1__get_merge_requests,Read,3,30
mcp__pd16dd1__get_issue,Bash,3,30
mcp__pd16dd1__create_merge_request_comment,Read,3,30
mcp__pf3c76d__get_branch_pipeline,mcp__pf3c76d__get_branch_pipeline,3,30
mcp__pcd9e51__update_issue,mcp__pcd9e51__update_issue,3,30
mcp__p9846af__create_issue,mcp__p9846af__create_issue,3,30
Bash,TaskStop,3,29
Task,Glob,3,29
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_navigate,3,29
Grep,mcp__p7cbdd1__browser_navigate,3,28
Bash,mcp__p7cbdd1__browser_type,3,28
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_snapshot,3,28
mcp__pd16dd1__create_issue,Bash,3,28
mcp__pd16dd1__create_merge_request,mcp__pd16dd1__get_merge_request_discussions,3,28
mcp__pd16dd1__update_issue,mcp__pd16dd1__update_issue,3,28
TaskOutput,TaskOutput,3,28
mcp__pd16dd1__get_merge_requests,Bash,3,28
mcp__pd16dd1__get_chat_messages,Bash,3,28
mcp__p11f8c4__read_sheet_data,mcp__p11f8c4__update_sheet_cells,3,28
Write,ExitPlanMode,3,27
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_type,3,27
mcp__p67cee4__update_sheet_cells,mcp__p67cee4__update_sheet_cells,3,26
Grep,Task,3,26
mcp__p7cbdd1__browser_snapshot,mcp__p7cbdd1__browser_snapshot,3,26
Bash,TaskList,3,26
Bash,mcp__pf3c76d__create_issue,3,26
Read,mcp__pd16dd1__get_branch_pipeline,3,26
mcp__pcd9e51__create_issue,mcp__pcd9e51__create_issue,3,26
mcp__pd16dd1__create_issue,mcp__pd16dd1__create_issue,3,26
Glob,ToolSearch,3,25
mcp__pd8e750__create_merge_request_comment,mcp__pd8e750__create_merge_request_comment,3,25
EnterPlanMode,Agent,3,24
mcp__p7cbdd1__browser_navigate,Read,3,24
WebFetch,Grep,3,24
Read,mcp__pd16dd1__create_issue,3,24
mcp__pd16dd1__get_issues,TodoWrite,3,24
Skill,Read,3,24
mcp__pf3c76d__get_merge_request_discussions,Read,3,24
mcp__pf3c76d__get_pipeline,Grep,3,24
TaskCreate,Glob,3,24
ToolSearch,mcp__pf3c76d__update_issue,3,24
mcp__pf3c76d__update_issue,mcp__pf3c76d__update_issue,3,24
mcp__pd16dd1__get_issue_relations,Bash,3,24
TaskUpdate,ToolSearch,3,24
Bash,mcp__p5ee74d__get_branch_pipeline,3,24
mcp__pd16dd1__get_issues,AskUserQuestion,3,24
TodoWrite,mcp__pd16dd1__get_branch_pipeline,3,24
mcp__pf3c76d__create_issue,ToolSearch,3,24
AskUserQuestion,TodoWrite,3,23
mcp__p7cbdd1__browser_click,mcp__p7cbdd1__browser_wait_for,3,23
WebSearch,ToolSearch,3,23
mcp__p7cbdd1__browser_wait_for,Bash,3,23
AskUserQuestion,ExitPlanMode,3,23
AskUserQuestion,Grep,3,22
ToolSearch,Skill,3,22
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_wait_for,3,22
Read,mcp__pf3c76d__get_pipeline,3,22
ToolSearch,mcp__pf3c76d__create_issue_comment,3,22
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__get_issues,3,22
mcp__pd16dd1__get_merge_request_pipeline,mcp__pd16dd1__get_merge_request_pipeline,3,22
mcp__pd16dd1__get_meeting_transcript,TodoWrite,3,22
Edit,mcp__pd16dd1__get_merge_request_pipeline,3,22
mcp__pd16dd1__update_issue,Bash,3,22
mcp__pd16dd1__get_chat_messages,Read,3,22
mcp__p5ee74d__update_issue,mcp__p5ee74d__update_issue,3,22
TodoWrite,Task,3,21
Grep,WebSearch,3,21
Edit,mcp__p7cbdd1__browser_wait_for,3,21
Read,EnterPlanMode,3,21
Read,mcp__p7cbdd1__browser_wait_for,3,21
mcp__pf3c76d__get_merge_requests,Bash,3,21
ToolSearch,Write,3,21
mcp__p0f36b0__create_issue,mcp__p0f36b0__create_issue,3,21
mcp__p67cee4__create_issue,mcp__p67cee4__create_issue,3,20
mcp__p7cbdd1__browser_navigate,mcp__p7cbdd1__browser_navigate,3,20
mcp__p7cbdd1__browser_console_messages,Bash,3,20
Skill,mcp__pf3c76d__get_project_info,3,20
mcp__pf3c76d__get_job_logs,Edit,3,20
mcp__pf3c76d__get_issues,mcp__pf3c76d__get_epics,3,20
mcp__pd16dd1__get_issues,Grep,3,20
mcp__pd16dd1__get_merge_requests,TodoWrite,3,20
mcp__pd16dd1__get_meeting_notes,mcp__pd16dd1__get_meeting_transcript,3,20
mcp__pf3c76d__get_issue,mcp__pf3c76d__update_issue,3,20
mcp__pd16dd1__get_merge_request_discussions,mcp__pd16dd1__create_merge_request_comment,3,20
Skill,mcp__pd16dd1__get_epics,3,20
mcp__pd16dd1__get_issues,Read,3,20
mcp__pd16dd1__create_epic,mcp__pd16dd1__create_epic,3,20
mcp__pd16dd1__get_issues,mcp__pd16dd1__get_issue_relations,3,20
TaskStop,Bash,3,19
TodoWrite,mcp__p7cbdd1__browser_click,3,19
Skill,Grep,3,19
mcp__p7cbdd1__browser_wait_for,mcp__p7cbdd1__browser_wait_for,3,19
Task,TaskCreate,3,19
EnterPlanMode,Task,3,19
ToolSearch,mcp__pf3c76d__get_project_info,3,19
mcp__p7cbdd1__browser_snapshot,Read,3,18
Read,mcp__p7cbdd1__browser_navigate,3,18
ToolSearch,mcp__pf3c76d__get_branch_pipeline,3,18
mcp__pf3c76d__get_pipeline,Edit,3,18
Bash,mcp__p5ee74d__get_issue,3,18
mcp__pd16dd1__create_issue_comment,Bash,3,18
TodoWrite,mcp__pd16dd1__get_issues,3,18
mcp__pd16dd1__get_issue_comments,Bash,3,18
mcp__pf3c76d__get_issues,Read,3,18
Read,Skill,3,18
mcp__pd16dd1__get_issues,Glob,3,18
mcp__pd16dd1__get_issue,mcp__pd16dd1__update_issue,3,18
Bash,ExitPlanMode,3,18
ToolSearch,mcp__pf3c76d__create_issue,3,18
mcp__pf3c76d__create_merge_request,Read,3,18
mcp__pf3c76d__create_issue_comment,Read,3,18
AskUserQuestion,Glob,3,18
